gg mm aaaa hh mm ss radiation (W/m2)
21 01 2017 00 00 00 -3.3
21 01 2017 00 01 00 -3.3
21 01 2017 00 02 00 -3.31289
21 01 2017 00 03 00 -3.31289
21 01 2017 00 04 00 -3.31289
21 01 2017 00 05 00 -3.3681
21 01 2017 00 06 00 -3.3681
21 01 2017 00 07 00 -3.31289
21 01 2017 00 08 00 -3.34049
21 01 2017 00 09 00 -3.31289
21 01 2017 00 10 00 -3.31289
21 01 2017 00 11 00 -3.31289
21 01 2017 00 12 00 -3.31289
21 01 2017 00 13 00 -3.31289
21 01 2017 00 14 00 -3.31289
21 01 2017 00 15 00 -3.31289
21 01 2017 00 16 00 -3.31289
21 01 2017 00 17 00 -3.31289
21 01 2017 00 18 00 -3.31289
21 01 2017 00 19 00 -3.31289
21 01 2017 00 20 00 -3.31289
21 01 2017 00 21 00 -3.34049
21 01 2017 00 22 00 -3.60277
21 01 2017 00 23 00 -4.03069
21 01 2017 00 24 00 -3.98927
21 01 2017 00 25 00 -3.49232
21 01 2017 00 26 00 -3.31287
21 01 2017 00 27 00 -3.31287
21 01 2017 00 28 00 -3.31287
21 01 2017 00 29 00 -3.31287
21 01 2017 00 30 00 -3.31287
21 01 2017 00 31 00 -3.35428
21 01 2017 00 32 00 -3.78221
21 01 2017 00 33 00 -3.51994
21 01 2017 00 34 00 -3.3819
21 01 2017 00 35 00 -3.35429
21 01 2017 00 36 00 -3.3819
21 01 2017 00 37 00 -3.32668
21 01 2017 00 38 00 -3.32668
21 01 2017 00 39 00 -3.31288
21 01 2017 00 40 00 -3.31288
21 01 2017 00 41 00 -3.31288
21 01 2017 00 42 00 -3.31288
21 01 2017 00 43 00 -3.31288
21 01 2017 00 44 00 -3.31288
21 01 2017 00 45 00 -3.31288
21 01 2017 00 46 00 -3.31289
21 01 2017 00 47 00 -3.31288
21 01 2017 00 48 00 -3.31287
21 01 2017 00 49 00 -3.31286
21 01 2017 00 50 00 -3.31285
21 01 2017 00 51 00 -3.31284
21 01 2017 00 52 00 -3.31284
21 01 2017 00 53 00 -3.31283
21 01 2017 00 54 00 -3.31283
21 01 2017 00 55 00 -3.31283
21 01 2017 00 56 00 -3.31284
21 01 2017 00 57 00 -3.31284
21 01 2017 00 58 00 -3.31284
21 01 2017 00 59 00 -3.31285
21 01 2017 01 00 00 -3.31285
21 01 2017 01 01 00 -3.31284
21 01 2017 01 02 00 -3.31284
21 01 2017 01 03 00 -3.31284
21 01 2017 01 04 00 -3.31285
21 01 2017 01 05 00 -3.31285
21 01 2017 01 06 00 -3.31285
21 01 2017 01 07 00 -3.31285
21 01 2017 01 08 00 -3.31286
21 01 2017 01 09 00 -3.31286
21 01 2017 01 10 00 -3.31286
21 01 2017 01 11 00 -3.31287
21 01 2017 01 12 00 -3.31287
21 01 2017 01 13 00 -3.31287
21 01 2017 01 14 00 -3.31286
21 01 2017 01 15 00 -3.31286
21 01 2017 01 16 00 -3.31286
21 01 2017 01 17 00 -3.31286
21 01 2017 01 18 00 -3.31285
21 01 2017 01 19 00 -3.31285
21 01 2017 01 20 00 -3.31285
21 01 2017 01 21 00 -3.31285
21 01 2017 01 22 00 -3.31285
21 01 2017 01 23 00 -3.31287
21 01 2017 01 24 00 -3.3129
21 01 2017 01 25 00 -3.38191
21 01 2017 01 26 00 -3.31293
21 01 2017 01 27 00 -3.31291
21 01 2017 01 28 00 -3.3129
21 01 2017 01 29 00 -3.31289
21 01 2017 01 30 00 -3.31289
21 01 2017 01 31 00 -3.31288
21 01 2017 01 32 00 -3.31288
21 01 2017 01 33 00 -3.31288
21 01 2017 01 34 00 -3.31288
21 01 2017 01 35 00 -3.31288
21 01 2017 01 36 00 -2.87114
21 01 2017 01 37 00 -2.48463
21 01 2017 01 38 00 -2.48463
21 01 2017 01 39 00 -2.48463
21 01 2017 01 40 00 -2.59506
21 01 2017 01 41 00 -3.31288
21 01 2017 01 42 00 -3.31288
21 01 2017 01 43 00 -3.31288
21 01 2017 01 44 00 -3.31288
21 01 2017 01 45 00 -3.31288
21 01 2017 01 46 00 -3.31288
21 01 2017 01 47 00 -3.31288
21 01 2017 01 48 00 -3.31288
21 01 2017 01 49 00 -3.3681
21 01 2017 01 50 00 -4.0169
21 01 2017 01 51 00 -4.14114
21 01 2017 01 52 00 -4.14114
21 01 2017 01 53 00 -4.14114
21 01 2017 01 54 00 -4.14114
21 01 2017 01 55 00 -4.14114
21 01 2017 01 56 00 -4.14114
21 01 2017 01 57 00 -4.14114
21 01 2017 01 58 00 -4.14114
21 01 2017 01 59 00 -4.14114
21 01 2017 02 00 00 -4.14114
21 01 2017 02 01 00 -4.14114
21 01 2017 02 02 00 -4.14114
21 01 2017 02 03 00 -4.14114
21 01 2017 02 04 00 -4.14114
21 01 2017 02 05 00 -4.14114
21 01 2017 02 06 00 -4.14114
21 01 2017 02 07 00 -4.14114
21 01 2017 02 08 00 -4.14114
21 01 2017 02 09 00 -4.14114
21 01 2017 02 10 00 -4.14114
21 01 2017 02 11 00 -3.97549
21 01 2017 02 12 00 -3.43712
21 01 2017 02 13 00 -3.31289
21 01 2017 02 14 00 -3.31289
21 01 2017 02 15 00 -3.31289
21 01 2017 02 16 00 -3.31289
21 01 2017 02 17 00 -3.31289
21 01 2017 02 18 00 -3.50615
21 01 2017 02 19 00 -3.97549
21 01 2017 02 20 00 -4.12733
21 01 2017 02 21 00 -4.11353
21 01 2017 02 22 00 -4.00313
21 01 2017 02 23 00 -4.12738
21 01 2017 02 24 00 -4.12738
21 01 2017 02 25 00 -4.11356
21 01 2017 02 26 00 -4.14117
21 01 2017 02 27 00 -4.12735
21 01 2017 02 28 00 -3.58897
21 01 2017 02 29 00 -3.51995
21 01 2017 02 30 00 -3.51994
21 01 2017 02 31 00 -3.47853
21 01 2017 02 32 00 -3.45092
21 01 2017 02 33 00 -3.58896
21 01 2017 02 34 00 -3.58896
21 01 2017 02 35 00 -3.51994
21 01 2017 02 36 00 -3.51994
21 01 2017 02 37 00 -3.7132
21 01 2017 02 38 00 -3.51994
21 01 2017 02 39 00 -3.46472
21 01 2017 02 40 00 -3.31287
21 01 2017 02 41 00 -3.31287
21 01 2017 02 42 00 -3.36808
21 01 2017 02 43 00 -3.80981
21 01 2017 02 44 00 -4.1135
21 01 2017 02 45 00 -3.90644
21 01 2017 02 46 00 -3.64416
21 01 2017 02 47 00 -3.51993
21 01 2017 02 48 00 -3.35428
21 01 2017 02 49 00 -3.34048
21 01 2017 02 50 00 -3.32667
21 01 2017 02 51 00 -3.31286
21 01 2017 02 52 00 -3.31286
21 01 2017 02 53 00 -3.31286
21 01 2017 02 54 00 -3.32666
21 01 2017 02 55 00 -3.31286
21 01 2017 02 56 00 -3.31286
21 01 2017 02 57 00 -3.31286
21 01 2017 02 58 00 -3.31287
21 01 2017 02 59 00 -3.31286
21 01 2017 03 00 00 -3.31286
21 01 2017 03 01 00 -3.32666
21 01 2017 03 02 00 -3.31286
21 01 2017 03 03 00 -3.31286
21 01 2017 03 04 00 -3.31286
21 01 2017 03 05 00 -3.35427
21 01 2017 03 06 00 -3.31286
21 01 2017 03 07 00 -3.60275
21 01 2017 03 08 00 -3.56133
21 01 2017 03 09 00 -3.96165
21 01 2017 03 10 00 -4.12729
21 01 2017 03 11 00 -4.1411
21 01 2017 03 12 00 -4.11349
21 01 2017 03 13 00 -4.08588
21 01 2017 03 14 00 -3.89262
21 01 2017 03 15 00 -3.45089
21 01 2017 03 16 00 -3.43708
21 01 2017 03 17 00 -3.89262
21 01 2017 03 18 00 -4.14109
21 01 2017 03 19 00 -4.14109
21 01 2017 03 20 00 -4.1411
21 01 2017 03 21 00 -4.1411
21 01 2017 03 22 00 -4.14111
21 01 2017 03 23 00 -4.14111
21 01 2017 03 24 00 -4.14111
21 01 2017 03 25 00 -4.14111
21 01 2017 03 26 00 -3.63036
21 01 2017 03 27 00 -3.31287
21 01 2017 03 28 00 -3.31287
21 01 2017 03 29 00 -3.31288
21 01 2017 03 30 00 -3.31288
21 01 2017 03 31 00 -3.16103
21 01 2017 03 32 00 -3.14723
21 01 2017 03 33 00 -3.28531
21 01 2017 03 34 00 -3.80988
21 01 2017 03 35 00 -3.89269
21 01 2017 03 36 00 -4.03072
21 01 2017 03 37 00 -4.09973
21 01 2017 03 38 00 -4.04451
21 01 2017 03 39 00 -4.00309
21 01 2017 03 40 00 -3.94787
21 01 2017 03 41 00 -4.03069
21 01 2017 03 42 00 -3.63037
21 01 2017 03 43 00 -3.31288
21 01 2017 03 44 00 -3.31288
21 01 2017 03 45 00 -3.31288
21 01 2017 03 46 00 -3.31288
21 01 2017 03 47 00 -3.31288
21 01 2017 03 48 00 -3.31288
21 01 2017 03 49 00 -3.31288
21 01 2017 03 50 00 -3.31288
21 01 2017 03 51 00 -3.31288
21 01 2017 03 52 00 -3.31288
21 01 2017 03 53 00 -3.31288
21 01 2017 03 54 00 -3.31288
21 01 2017 03 55 00 -3.31288
21 01 2017 03 56 00 -3.31288
21 01 2017 03 57 00 -3.31288
21 01 2017 03 58 00 -3.31289
21 01 2017 03 59 00 -3.31289
21 01 2017 04 00 00 -3.31289
21 01 2017 04 01 00 -3.31289
21 01 2017 04 02 00 -3.31289
21 01 2017 04 03 00 -3.31289
21 01 2017 04 04 00 -3.31289
